Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.25727,14.0,0,0,0,0.522079,-0.47797,0.15849,-0.01845,14.0,0,0,0,-0.0128075,0.0136132,-0.00484835,0.000589712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.95581,15.0,0.617163,0.00205398,0.0523231,-0.221156,0.173507,-0.0532116,0.00586975,14.0,0.0191943,0.0118177,-0.00141944,-0.00106738,-0.0114672,0.00726425,-0.00123259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.07104,16.0,0.464313,0.0625185,0.0032904,0.265862,-0.357899,0.152248,-0.0215849,14.0,-0.057364,-0.025289,0.00727862,-0.175495,0.239774,-0.103546,0.0148465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0436,17.0,0.173011,-0.124048,0.00484474,-0.0217043,0.0360516,-0.0147213,0.00194153,14.0,0.280899,0.107605,0.00137351,0.106429,-0.132541,0.0543076,-0.00754453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88629,17.0,-0.0286313,0.0405244,0.00542782,-0.00293786,-0.0164785,0.00971051,-0.00156902,15.0,0.580156,0.0319021,0.000474857,-0.331359,0.394513,-0.166995,0.0245407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.08564,17.0,-0.0431682,-0.0402732,0.0051645,-0.106,0.156331,-0.0683683,0.00979742,16.0,0.593099,0.0331625,-0.00462362,0.0390034,-0.095295,0.0479669,-0.00736694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.04129,17.0,0.25613,0.123278,0.00430805,0.201623,-0.246154,0.0986252,-0.0134407,17.0,0.18408,-0.114357,0.000160542,-0.101204,0.12653,-0.0500502,0.00672449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.24787,18.0,0.469801,-0.0645113,0.00352373,-0.0257949,0.0465366,-0.0195547,0.00255311,17.0,0.0225793,0.0885561,0.0182569,0.163003,-0.140682,0.0433761,-0.00479067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50809,19.0,0.574003,0.0510598,-0.0376024,0.135657,-0.164753,0.063183,-0.0078677,18.0,0.754249,0.0127086,-0.0520979,-0.00874685,-0.0222193,0.0160152,-0.00253864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
