Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
4.48015,5,0,0,0,0.0871071,-0.0396853,0.00668967,-0.000401867,6,0,0,0,-0.00195963,0.00119915,-0.000242209,1.61116e-05,1,0,0,0,2.6234e-20,-1.43375e-20,2.62232e-21,-1.6274e-22,0,0,0,0,0,0,0,0
2.70733,8,1.09019,-0.00223137,-0.03981,-0.113537,0.0877919,-0.0230636,0.00212666,6,-0.000385241,-0.0106829,-0.00285511,-0.0816588,0.0807098,-0.0258601,0.0027831,1,-2.579e-19,-5.49984e-20,1.38215e-20,-3.67476e-19,3.4535e-19,-1.08813e-19,1.15937e-20,0,0,0,0,0,0,0,0
2.06645,10,0.507955,0.0123406,0.0109572,-0.203234,0.22628,-0.0900248,0.0123691,6,0.181125,0.0520654,-0.00150376,0.0564289,-0.0827323,0.0368871,-0.00538897,1,5.96016e-19,9.35529e-20,-5.20778e-20,1.7231e-18,-2.12693e-18,8.80694e-19,-1.23373e-19,0,0,0,0,0,0,0,0
1.95395,11,0.545113,0.00456416,-4.11002e-05,-0.0460371,0.0416692,-0.0140544,0.00169355,6.5,0.228147,0.0131487,0.00272155,-0.282388,0.362555,-0.157052,0.0231191,1,-1.23257e-18,-2.73136e-19,1.0805e-19,-4.92203e-18,6.41502e-18,-2.80593e-18,4.15576e-19,0,0,0,0,0,0,0,0
3.0979,12,0.483667,-0.00175983,-0.00187295,-0.0282507,0.0146857,-0.0029452,0.000215196,7,0.475762,0.0958189,0.000293236,-0.0712729,0.0524641,-0.0139251,0.00127873,1,3.05591e-18,8.64248e-19,-1.7723e-19,3.31957e-18,-2.71189e-18,7.42906e-19,-6.88875e-20,0,0,0,0,0,0,0,0
2.89232,13,0.111629,-0.059233,-0.000101956,0.00889079,-0.00426933,0.000944835,-8.03557e-05,9,0.835164,0.0162109,-0.00586658,-0.204678,0.168438,-0.048146,0.00472893,1,-8.50375e-18,-1.52241e-18,5.50432e-19,-9.27011e-18,8.12315e-18,-2.3872e-18,2.37461e-19,0,0,0,0,0,0,0,0
2.75763,13,-0.0488104,0.00340017,0.00600572,-0.0140471,0.0148025,-0.00522614,0.000604297,11,0.818339,0.00735219,0.00116697,0.0983856,-0.10647,0.035832,-0.00396253,1,1.91388e-17,3.60076e-18,-1.28057e-18,2.43446e-17,-2.24496e-17,6.94137e-18,-7.25908e-19,0,0,0,0,0,0,0,0
2.41416,13,0.0684217,0.00668931,0.00792209,0.0803705,-0.103138,0.0390203,-0.00483921,13,0.4402,-0.00928974,-0.00199922,0.601782,-0.603833,0.209586,-0.0248923,1,-4.20245e-17,-6.82896e-18,3.37836e-18,-7.52023e-17,7.91926e-17,-2.79701e-17,3.34276e-18,0,0,0,0,0,0,0,0
2.24046,13,-0.261535,-0.0891555,0.000241203,0.0744738,-0.0907488,0.0373895,-0.00512309,14.5,0.300206,-0.019566,0.00122415,0.568725,-0.610388,0.227513,-0.0290643,1,8.79943e-17,1.8072e-17,-7.49204e-18,-5.494e-18,-2.38392e-17,-1.73567e-17,1.80034e-18,0,0,0,0,0,0,0,0
2.24352,12,-0.611469,0.00762273,0.00427011,0.0929913,-0.0715579,0.0202387,-0.00204203,15.5,0.245623,0.00471379,0.000758974,0.603535,-0.646495,0.240102,-0.0305682,1,-2.02833e-16,-4.74556e-17,1.50355e-17,-1.19373e-16,1.90625e-16,-1.29043e-16,1.69221e-17,0,0,0,0,0,0,0,0
36.7754,11,-0.297604,0.0178313,-0.0028046,0.000142952,-3.66102e-06,5.43321e-08,-3.76976e-10,16.5,0.242504,-0.011105,-0.0020989,-8.04306e-06,5.16448e-06,-1.34978e-07,1.03871e-09,1,5.72948e-16,1.91421e-16,-1.66976e-17,2.94745e-19,6.40586e-21,-2.27224e-22,1.69475e-24,0,0,0,0,0,0,0,0
2.29748,0,-0.0066624,0.00571482,-0.00137637,0.000369878,-0.000339439,0.00012316,-1.43752e-05,-0.716767,0.0512726,0.0246631,-0.00120622,-6.59313e-05,-0.000143428,-8.85394e-09,1.31555e-09,1,6.27922e-17,-1.57142e-17,-7.44231e-18,6.0527e-17,-6.64651e-17,-3.11075e-17,3.91778e-18,0,0,0,0,0,0,0,0
0.904794,0,0.000960585,-0.00107364,-4.09732e-05,-0.00649437,0.0177091,-0.0160995,0.00501015,-0.494434,0.122317,-0.00313423,-0.00938371,3.72601,-10.1502,9.48185,-3.02058,1,-6.05035e-17,-5.57309e-18,2.07489e-17,-1.86335e-15,5.24018e-15,-4.94738e-15,1.58261e-15,0,0,0,0,0,0,0,0
1.60749,0,-0.000315353,4.23192e-05,0.000450657,-0.00131443,0.00170509,-0.000908771,0.00016876,-0.348285,0.0174839,-0.0549707,-0.0056699,-1.51321,2.21286,-1.12835,0.198164,1,1.16798e-16,7.96726e-17,-1.38341e-17,2.85824e-16,-9.87957e-16,1.00458e-15,-7.04961e-17,0,0,0,0,0,0,0,0
1.01486,0,0.000257479,-0.000318833,1.491e-06,-0.000256799,0.000717185,-0.000525257,0.000126,-0.810315,-0.199967,0.0284615,0.0180485,-2.5464,6.42363,-5.46941,1.57515,1,-3.57741e-16,-2.74118e-17,1.04178e-16,-2.80091e-18,3.71024e-15,-9.42897e-16,7.7956e-16,0,0,0,0,0,0,0,0
1.05002,0,-8.40022e-05,8.59359e-05,4.31866e-05,2.61227e-05,-0.000167355,0.000120857,-2.60512e-05,-0.979983,0.0555208,0.072985,-0.0157156,3.39314,-7.93295,6.34727,-1.73329,1,5.82567e-16,2.12984e-16,-2.21362e-16,-3.03464e-15,8.37932e-16,8.57218e-15,-2.78053e-15,0,0,0,0,0,0,0,0
0.861415,0,2.42652e-05,-3.72527e-05,-2.32533e-06,3.18832e-06,4.67344e-05,-5.40225e-05,1.8119e-05,-0.792674,0.00198017,-0.0930315,-0.00934416,0.333007,-0.835371,0.765357,-0.243443,1,-8.34517e-16,2.64633e-16,8.78361e-16,-2.80186e-15,-8.88068e-15,1.16477e-14,-6.87056e-15,0,0,0,0,0,0,0,0
1.61402,0,-1.01949e-05,3.9488e-06,1.40049e-05,-1.37252e-06,-1.65626e-05,1.14559e-05,-2.26098e-06,-0.851812,-0.145672,-0.0777924,0.0321381,-1.31058,2.04279,-1.08612,0.195972,1,1.24217e-15,1.43776e-15,-2.10972e-15,-6.21725e-15,1.06581e-14,-4.88498e-15,8.88178e-16,0,0,0,0,0,0,0,0
