Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
4.04009,5,0.380635,0.0280169,-0.00119512,0.140333,-0.0829736,0.0170438,-0.00120163,6,0.0940285,-0.00194331,-0.00592377,-0.00491096,0.00249836,-0.000395543,2.17302e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.78658,8,0.530115,-0.00794535,-0.00265383,0.437302,-0.381192,0.114791,-0.0118214,6,-0.0720893,0.00329483,0.00345801,0.000220303,0.00412181,-0.00200391,0.000255141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.04102,10,0.331062,-0.0274794,0.00138724,0.88155,-1.04131,0.426753,-0.0599078,6,0.104561,0.0221706,-0.00279682,0.507837,-0.601341,0.246105,-0.0344771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.08227,11,0.240493,0.00448022,0.0018627,0.852922,-0.980488,0.391533,-0.0536398,6.5,0.108371,-0.0123257,0.00186843,0.369694,-0.411334,0.161921,-0.0220096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.09973,12,0.276888,-0.0028227,-0.0023314,0.136615,-0.108509,0.0295794,-0.00274963,7,0.240586,0.0474574,0.00199599,0.295799,-0.227767,0.0607968,-0.00557142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.68223,13,0.0942801,-0.0286339,0.000396841,-0.023198,0.0184048,-0.00512174,0.000498846,9,0.488122,-0.00769719,-0.00290176,0.529879,-0.474771,0.147808,-0.0157703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.72594,13,-0.0443053,0.00265779,0.00262387,0.00393041,-0.000897777,-0.000252132,6.20795e-05,11,0.429568,0.00389479,0.00124405,0.502995,-0.442788,0.135249,-0.0141661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2771,13,0.0498701,0.00489529,-0.00340178,0.0214743,-0.0336051,0.0143699,-0.00195954,13,0.443695,-0.00863459,-0.00228386,0.828892,-0.882181,0.32469,-0.0408884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.25369,13,-0.117792,-0.0421246,-0.000886413,-0.630519,0.662259,-0.242335,0.0304935,14.5,0.292535,-0.0211767,0.00187459,0.547833,-0.582332,0.215356,-0.0273187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.30928,12,-0.334383,0.000407628,0.00606421,-0.507424,0.539082,-0.197049,0.0245748,15.5,0.263298,0.00873048,-0.000668159,0.525629,-0.551723,0.199928,-0.0247897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.67159,11,-0.133143,0.0288873,-0.00522535,-1.03839,1.44943,-0.712878,0.120907,16.5,0.196322,-0.0247387,-0.000102041,1.10245,-1.59258,0.798264,-0.137004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.76192,10.5,-0.257016,-0.0575647,-0.00230202,-0.1618,0.104237,-0.0230459,0.00174383,17,0.126055,0.0108909,0.00291109,0.0653781,-0.0419228,0.00921756,-0.000695608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.93803,8,-0.444197,0.0289006,-0.000184984,-0.342612,0.275431,-0.0776607,0.00753697,18,0.140564,-0.0386764,-0.00766238,-0.203154,0.150796,-0.0401969,0.00375446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.02025,6,-0.495307,-0.0150626,0.0130947,-0.0522305,0.0348793,-0.00783197,0.000587064,17,-0.608851,-0.0513129,0.0240988,-0.0727939,0.0482397,-0.0108255,0.000811337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
