Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
4.4113,0,0,0,0,0.0744077,-0.0338303,0.00553942,-0.000322515,0,0,0,0,0.0636216,-0.0290171,0.0048178,-0.000280624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.82561,2,0.379785,-0.201996,-0.0344837,-0.0156783,0.0401094,-0.0136637,0.00142316,2,0.717622,0.0410131,0.0281208,-0.0659975,0.0337385,-0.00726928,0.000584242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.49854,2,0.0850017,0.121371,0.000824521,-0.0934368,0.0982985,-0.0343448,0.00401835,4,0.646129,-0.0116768,-0.000494515,-0.0931031,0.0629876,-0.0163227,0.00153404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.07338,3,0.809523,0.0997719,-0.0294694,0.00586608,-0.0143095,0.0048171,-0.000476454,5,0.119599,-0.0830534,0.00165762,0.0190086,-0.0100881,0.00233661,-0.000204659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02844,5,3.89856e-13,-0.290402,-6.99432e-14,0.00855671,-0.000800908,0.000448421,-8.48592e-05,5,-4.25545e-14,0.0295359,1.80481e-14,0.0398944,-0.0373806,0.0107649,-0.00103113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.42824,3,-0.917997,0.0698403,0.0294694,0.0458544,-0.00760447,-0.0061084,0.00139691,5,-0.225127,-0.0912518,-0.000807569,0.1744,-0.184764,0.0667786,-0.00815279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.742,2,0.157101,0.108954,-0.0228862,-0.0678644,0.0325366,-0.00554135,0.000317569,4,-0.686344,-0.00977756,0.000525958,-0.00091488,0.000137687,-0.000213056,5.6253e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.38051,2,-0.370402,-0.0980402,0.022576,-0.0714996,0.0426211,-0.00862775,0.000586323,2,-0.795415,-0.0158877,0.0242942,-0.014756,0.0107634,-0.0025702,0.000193192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
